city_id,city_name,climate_group,model_name,repeat_id,split_seed,tuning_preset,sample_rows_per_city_cap,effective_city_row_count,train_row_count,test_row_count,test_positive_count,test_prevalence,pr_auc,recall_at_top_10pct,best_inner_cv_average_precision,effective_inner_cv_splits
19,Charlotte,hot_humid,random_forest,2,43,smoke,20000,20000,16000,4000,400,0.1,0.1775894421243898,0.215,0.19609481679063134,3.0
19,Charlotte,hot_humid,random_forest,3,44,smoke,20000,20000,16000,4000,400,0.1,0.20371152934909673,0.245,0.18846137554082942,3.0
20,Nashville,hot_humid,city_prevalence_baseline,1,42,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.115,,
20,Nashville,hot_humid,city_prevalence_baseline,2,43,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.09,,
20,Nashville,hot_humid,city_prevalence_baseline,3,44,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.11,,
20,Nashville,hot_humid,logistic_saga,1,42,smoke,20000,20000,16000,4000,400,0.1,0.5572051720404448,0.58,0.5009769781265737,3.0
20,Nashville,hot_humid,logistic_saga,2,43,smoke,20000,20000,16000,4000,400,0.1,0.49385453184768446,0.52,0.5214566193284973,3.0
20,Nashville,hot_humid,logistic_saga,3,44,smoke,20000,20000,16000,4000,400,0.1,0.5205409630196635,0.5525,0.5092565140019424,3.0
20,Nashville,hot_humid,random_forest,1,42,smoke,20000,20000,16000,4000,400,0.1,0.5943699066877799,0.5875,0.5528266625037063,3.0
20,Nashville,hot_humid,random_forest,2,43,smoke,20000,20000,16000,4000,400,0.1,0.5263883845058126,0.5275,0.5741548745732421,3.0
20,Nashville,hot_humid,random_forest,3,44,smoke,20000,20000,16000,4000,400,0.1,0.5930027927074007,0.57,0.5505686065667231,3.0
21,Seattle,mild_cool,city_prevalence_baseline,1,42,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.115,,
21,Seattle,mild_cool,city_prevalence_baseline,2,43,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.09,,
21,Seattle,mild_cool,city_prevalence_baseline,3,44,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.11,,
21,Seattle,mild_cool,logistic_saga,1,42,smoke,20000,20000,16000,4000,400,0.1,0.32997125800840915,0.3825,0.27173805413630153,3.0
21,Seattle,mild_cool,logistic_saga,2,43,smoke,20000,20000,16000,4000,400,0.1,0.28665414116262844,0.365,0.27994170572334276,3.0
21,Seattle,mild_cool,logistic_saga,3,44,smoke,20000,20000,16000,4000,400,0.1,0.25135420163233874,0.31,0.29044670100903386,3.0
21,Seattle,mild_cool,random_forest,1,42,smoke,20000,20000,16000,4000,400,0.1,0.42516352673674934,0.42,0.33710048352292016,3.0
21,Seattle,mild_cool,random_forest,2,43,smoke,20000,20000,16000,4000,400,0.1,0.36068055513820796,0.38,0.3555165010957438,3.0
21,Seattle,mild_cool,random_forest,3,44,smoke,20000,20000,16000,4000,400,0.1,0.31251403833731994,0.3425,0.37240665631681363,3.0
